"Date","Price","Open","High","Low","Vol.","Change %"
"09/27/2007","122.45","122.55","122.69","122.33","","-0.09%"
"09/26/2007","122.56","122.59","122.72","122.54","","-0.02%"
"09/25/2007","122.59","122.67","122.72","122.56","","-0.06%"
"09/24/2007","122.66","122.78","122.78","122.56","","-0.08%"
"09/21/2007","122.76","122.82","122.96","122.26","","-0.07%"
"09/20/2007","122.85","123.20","123.24","122.71","","-0.40%"
"09/19/2007","123.34","123.03","123.39","122.95","","-0.31%"
"09/18/2007","123.72","123.41","123.76","123.40","","0.25%"
"09/17/2007","123.41","123.52","123.71","123.28","","-0.10%"
"09/14/2007","123.53","124.02","124.06","123.52","","-0.40%"
"09/13/2007","124.03","123.81","124.07","123.59","","0.05%"
"09/12/2007","123.97","124.47","124.47","123.92","","-0.38%"
"09/11/2007","124.44","124.81","124.87","124.40","","-0.38%"
"09/10/2007","124.92","124.46","125.11","124.46","","0.39%"
"09/07/2007","124.44","124.59","124.59","124.26","","-0.10%"
"09/06/2007","124.56","124.25","124.62","124.25","","0.27%"
"09/05/2007","124.22","124.21","124.37","124.00","","-0.14%"
"09/04/2007","124.39","124.23","124.45","124.00","","0.13%"
"09/03/2007","124.23","124.46","124.54","124.22","","-0.11%"
"08/31/2007","124.37","124.63","124.72","124.28","","-0.22%"
"08/30/2007","124.64","124.38","124.70","124.27","","-0.11%"
"08/29/2007","124.78","124.42","125.05","124.42","","0.32%"
"08/28/2007","124.38","124.12","124.56","124.12","","0.18%"
"08/27/2007","124.16","123.83","124.25","123.76","","-0.23%"
"08/24/2007","124.44","124.29","124.60","124.09","","0.23%"
"08/23/2007","124.16","123.73","124.25","123.42","","-0.02%"
"08/22/2007","124.18","124.67","124.80","124.13","","-0.10%"
"08/21/2007","124.30","124.44","124.74","124.17","","0.02%"
"08/20/2007","124.28","124.08","124.67","123.80","","-0.69%"
"08/17/2007","125.14","124.13","125.23","124.10","","0.54%"
"08/16/2007","124.47","123.85","124.66","123.82","","1.24%"
"08/15/2007","122.94","123.07","123.08","122.88","","-0.11%"
"08/14/2007","123.08","122.62","123.11","122.62","","0.41%"
"08/13/2007","122.58","122.53","122.75","122.48","","-0.37%"
"08/10/2007","123.03","122.50","123.09","122.50","","0.84%"
"08/09/2007","122.00","121.73","122.11","121.70","","0.03%"
"08/08/2007","121.96","121.98","122.10","121.91","","0.03%"
"08/07/2007","121.92","121.77","122.11","121.75","","-0.18%"
"08/06/2007","122.14","122.47","122.51","121.99","","0.13%"
"08/03/2007","121.98","121.55","122.22","121.55","","0.08%"
"08/02/2007","121.88","121.84","122.41","121.68","","-0.27%"
"08/01/2007","122.21","121.58","122.36","121.55","","0.67%"
"07/31/2007","121.40","121.66","121.77","121.38","","-0.51%"
"07/30/2007","122.02","121.98","122.20","121.77","","0.08%"
"07/27/2007","121.92","121.84","121.96","121.64","","0.44%"
"07/26/2007","121.38","121.23","121.47","121.10","","0.36%"
"07/25/2007","120.94","120.93","121.04","120.83","","0.06%"
"07/24/2007","120.87","120.95","121.02","120.68","","-0.12%"
"07/23/2007","121.02","120.88","121.11","120.86","","0.12%"
"07/20/2007","120.87","120.97","121.15","120.86","","-0.20%"
"07/19/2007","121.11","121.16","121.22","120.94","","0.02%"
"07/18/2007","121.09","121.46","121.55","121.09","","-0.27%"
"07/17/2007","121.42","121.31","121.42","121.31","","0.07%"
"07/16/2007","121.34","121.12","121.40","121.05","","0.17%"
"07/13/2007","121.14","121.14","121.22","120.88","","-0.19%"
"07/12/2007","121.37","121.50","121.54","121.14","","-0.14%"
"07/11/2007","121.54","121.38","121.67","121.38","","0.16%"
"07/10/2007","121.35","121.07","121.38","121.04","","0.16%"
"07/09/2007","121.16","121.05","121.20","120.94","","0.16%"
"07/06/2007","120.97","121.24","121.60","120.84","","-0.31%"
"07/05/2007","121.35","120.96","121.60","120.81","","0.19%"
"07/04/2007","121.12","120.99","121.28","120.87","","0.19%"
"07/03/2007","120.89","120.86","121.02","120.59","","-0.25%"
"07/02/2007","121.19","121.17","121.38","121.14","","-0.13%"
"06/29/2007","121.35","121.63","121.77","121.32","","-0.30%"
"06/28/2007","121.72","121.65","121.75","121.60","","-0.06%"
"06/27/2007","121.79","121.81","121.89","121.70","","0.13%"
"06/26/2007","121.63","121.55","121.65","121.51","","0.02%"
"06/25/2007","121.60","121.55","121.69","121.45","","-0.10%"
"06/22/2007","121.72","121.56","121.93","121.50","","0.04%"
"06/21/2007","121.67","121.85","121.94","121.57","","-0.11%"
"06/20/2007","121.81","121.77","121.84","121.40","","0.01%"
"06/19/2007","121.80","121.61","121.81","121.56","","0.11%"
"06/18/2007","121.67","121.62","121.80","121.56","","-0.07%"
"06/15/2007","121.75","121.88","122.06","121.72","","-0.17%"
"06/14/2007","121.96","121.89","121.99","121.79","","-0.07%"
"06/13/2007","122.05","121.75","122.25","121.70","","0.35%"
"06/12/2007","121.62","121.50","121.84","121.35","","-0.05%"
"06/11/2007","121.68","121.63","121.72","121.22","","0.05%"
"06/08/2007","121.62","121.44","121.66","121.17","","0.35%"
"06/07/2007","121.19","121.58","121.80","121.13","","-0.18%"
"06/06/2007","121.41","121.29","121.42","121.28","","0.10%"
"06/05/2007","121.29","121.22","121.38","121.15","","-0.03%"
"06/04/2007","121.33","121.50","121.53","121.27","","-0.07%"
"06/01/2007","121.42","121.26","121.43","121.06","","0.08%"
"05/31/2007","121.32","121.50","121.50","121.22","","-0.36%"
"05/30/2007","121.76","121.47","121.79","121.33","","0.41%"
"05/29/2007","121.26","121.49","121.63","121.24","","-0.20%"
"05/28/2007","121.50","121.69","121.77","121.31","","0.16%"
"05/25/2007","121.30","121.82","122.09","121.27","","-0.35%"
"05/24/2007","121.73","121.71","121.73","121.65","","0.02%"
"05/23/2007","121.70","121.64","121.81","121.48","","0.13%"
"05/22/2007","121.54","121.35","121.66","121.15","","0.14%"
"05/21/2007","121.37","121.56","121.62","121.32","","-0.36%"
"05/18/2007","121.81","121.34","121.87","121.20","","0.68%"
"05/17/2007","120.99","120.48","121.01","120.34","","0.59%"
"05/16/2007","120.28","120.19","120.34","120.13","","-0.02%"
"05/15/2007","120.30","120.23","120.47","120.12","","-0.02%"
"05/14/2007","120.33","120.66","120.70","120.31","","-0.32%"
"05/11/2007","120.72","120.31","120.77","120.31","","0.39%"
"05/10/2007","120.25","120.16","120.31","120.09","","0.17%"
"05/09/2007","120.04","120.17","120.32","119.95","","0.09%"
"05/08/2007","119.93","119.72","120.06","119.72","","0.19%"
"05/07/2007","119.70","120.04","120.17","119.70","","-0.56%"
"05/04/2007","120.38","120.26","120.50","120.26","","0.06%"
"05/03/2007","120.31","120.72","120.81","120.26","","-0.31%"
"05/02/2007","120.69","120.75","120.89","120.63","","-0.10%"
"05/01/2007","120.81","120.80","120.86","120.80","","0.01%"
"04/30/2007","120.80","120.34","120.88","120.34","","0.39%"
"04/27/2007","120.33","120.26","120.52","120.22","","0.09%"
"04/26/2007","120.22","120.09","120.51","120.09","","0.13%"
"04/25/2007","120.06","119.93","120.13","119.87","","0.03%"
"04/24/2007","120.02","119.84","120.08","119.80","","0.06%"
"04/23/2007","119.95","120.08","120.15","119.86","","-0.20%"
"04/20/2007","120.19","120.34","120.38","120.12","","-0.14%"
"04/19/2007","120.36","120.20","120.44","119.92","","0.12%"
"04/18/2007","120.21","120.12","120.38","120.01","","0.09%"
"04/17/2007","120.10","120.31","120.50","120.07","","-0.39%"
"04/16/2007","120.57","120.35","120.68","120.22","","0.18%"
"04/13/2007","120.35","120.60","120.60","120.26","","-0.21%"
"04/12/2007","120.60","120.69","120.73","120.50","","-0.05%"
"04/11/2007","120.66","120.66","120.88","120.60","","-0.07%"
"04/10/2007","120.75","120.61","120.89","120.53","","0.08%"
"04/09/2007","120.65","120.85","120.94","120.63","","-0.03%"
"04/06/2007","120.69","120.62","120.72","120.41","","-0.05%"
"04/05/2007","120.75","120.99","121.13","120.63","","-0.26%"
"04/04/2007","121.06","120.97","121.12","120.97","","-0.08%"
"04/03/2007","121.16","121.32","121.32","121.10","","-0.09%"
"04/02/2007","121.27","121.61","121.64","121.24","","-0.35%"
"03/30/2007","121.69","121.75","121.82","121.63","","-0.02%"
"03/29/2007","121.72","121.66","121.82","121.54","","0.02%"
"03/28/2007","121.69","121.80","121.94","121.69","","0.01%"
"03/27/2007","121.68","121.28","121.75","121.28","","0.40%"
"03/26/2007","121.20","121.35","121.55","121.20","","-0.02%"
"03/23/2007","121.23","121.28","121.53","121.17","","-0.15%"
"03/22/2007","121.41","121.10","121.42","121.06","","0.12%"
"03/21/2007","121.27","121.25","121.36","121.06","","-0.35%"
"03/20/2007","121.70","121.86","121.99","121.57","","-0.23%"
"03/19/2007","121.98","122.12","122.12","121.78","","-0.11%"
"03/16/2007","122.12","121.86","122.19","121.84","","0.12%"
"03/15/2007","121.97","121.97","122.10","121.92","","-0.21%"
"03/14/2007","122.23","122.23","122.48","122.20","","0.25%"
"03/13/2007","121.92","121.81","122.23","121.80","","0.07%"
"03/12/2007","121.84","122.14","122.14","121.74","","-0.24%"
"03/09/2007","122.13","122.12","122.38","122.06","","-0.27%"
"03/08/2007","122.46","122.36","122.65","122.35","","-0.09%"
"03/07/2007","122.57","122.26","122.66","122.15","","0.13%"
"03/06/2007","122.41","122.53","122.53","122.22","","-0.29%"
"03/05/2007","122.76","122.47","123.01","122.44","","0.82%"
"03/02/2007","121.76","121.70","121.82","121.47","","0.12%"
"03/01/2007","121.62","121.69","121.70","121.55","","-0.07%"
"02/28/2007","121.70","121.48","121.74","121.38","","0.34%"
"02/27/2007","121.29","121.21","121.32","121.00","","0.11%"
"02/26/2007","121.16","120.94","121.23","120.86","","0.09%"
"02/23/2007","121.05","121.31","121.34","120.98","","-0.08%"
"02/22/2007","121.15","121.24","121.37","121.09","","0.05%"
"02/21/2007","121.09","121.05","121.27","120.80","","0.00%"
"02/20/2007","121.09","120.73","121.17","120.73","","0.22%"
"02/19/2007","120.83","120.83","120.84","120.83","","0.00%"
"02/16/2007","120.83","120.34","121.08","120.33","","0.25%"
"02/15/2007","120.53","120.48","120.78","120.28","","-0.35%"
"02/14/2007","120.95","121.08","121.11","120.76","","-0.11%"
"02/13/2007","121.08","120.69","121.14","120.69","","0.15%"
"02/12/2007","120.90","120.66","120.91","120.59","","0.26%"
"02/09/2007","120.59","120.63","120.75","120.43","","-0.06%"
"02/08/2007","120.66","120.54","120.84","120.50","","0.13%"
"02/07/2007","120.50","120.15","120.53","119.93","","0.19%"
"02/06/2007","120.27","120.47","120.47","120.16","","-0.28%"
"02/05/2007","120.61","121.00","121.05","120.55","","-0.19%"
"02/02/2007","120.84","120.91","121.01","120.75","","0.05%"
"02/01/2007","120.78","120.65","121.10","120.58","","-0.26%"
"01/31/2007","121.09","121.27","121.36","121.06","","-0.12%"
"01/30/2007","121.23","120.95","121.32","120.81","","0.13%"
"01/29/2007","121.07","121.03","121.07","120.72","","0.11%"
"01/26/2007","120.94","120.90","121.06","120.74","","0.37%"
"01/25/2007","120.50","120.32","120.62","120.31","","0.05%"
"01/24/2007","120.44","120.80","120.84","120.43","","-0.39%"
"01/23/2007","120.91","120.88","121.22","120.84","","-0.02%"
"01/22/2007","120.93","120.42","121.03","120.37","","0.43%"
"01/19/2007","120.41","120.89","121.04","120.36","","-0.12%"
"01/18/2007","120.55","120.51","120.62","120.39","","0.04%"
"01/17/2007","120.50","120.19","120.54","120.19","","0.34%"
"01/16/2007","120.09","120.30","120.37","120.09","","-0.27%"
"01/15/2007","120.42","120.53","120.53","120.10","","-0.12%"
"01/12/2007","120.56","120.85","120.94","120.41","","0.07%"
"01/11/2007","120.47","120.41","120.56","120.19","","0.28%"
"01/10/2007","120.13","120.39","120.62","120.09","","-0.09%"
"01/09/2007","120.24","120.09","120.31","119.70","","0.14%"
"01/08/2007","120.07","119.63","120.22","119.63","","0.34%"
"01/05/2007","119.66","119.28","119.77","119.12","","0.29%"
"01/04/2007","119.31","119.19","119.45","119.06","","0.69%"
"01/03/2007","118.49","118.37","118.60","118.34","","0.06%"
"01/02/2007","118.42","118.62","118.76","118.36","","-0.47%"
"01/01/2007","118.98","118.98","118.98","118.98","","-0.12%"
"12/29/2006","119.12","119.02","119.12","118.96","","0.12%"
"12/28/2006","118.98","118.74","119.10","118.74","","-0.06%"
"12/27/2006","119.05","119.04","119.19","118.93","","0.13%"
"12/26/2006","118.90","118.83","119.08","118.78","","0.14%"
"12/25/2006","118.73","118.80","118.80","118.70","","-0.06%"
"12/22/2006","118.80","118.56","118.87","118.56","","0.12%"
"12/21/2006","118.66","118.48","118.85","118.42","","0.15%"
"12/20/2006","118.48","118.52","118.95","118.28","","-0.58%"
"12/19/2006","119.17","118.95","119.22","118.58","","0.52%"
"12/18/2006","118.55","117.87","118.58","117.73","","0.54%"
"12/15/2006","117.91","117.81","118.07","117.72","","0.12%"
"12/14/2006","117.77","118.11","118.23","117.56","","-0.12%"
"12/13/2006","117.91","117.68","118.04","117.56","","0.08%"
"12/12/2006","117.81","118.28","118.31","117.78","","-0.37%"
"12/11/2006","118.25","117.58","118.59","117.58","","0.54%"
"12/08/2006","117.61","116.81","117.97","116.77","","0.80%"
"12/07/2006","116.68","117.41","117.69","116.58","","-0.37%"
"12/06/2006","117.11","117.68","117.87","116.95","","-0.88%"
"12/05/2006","118.15","118.51","118.57","118.01","","-0.29%"
"12/04/2006","118.49","118.46","118.60","118.28","","-0.08%"
"12/01/2006","118.59","118.57","118.67","118.41","","-0.04%"
"11/30/2006","118.64","118.86","118.95","118.45","","-0.10%"
"11/29/2006","118.76","118.66","118.82","118.29","","0.10%"
"11/28/2006","118.64","118.75","118.92","118.52","","-0.02%"
"11/27/2006","118.66","118.16","118.81","117.79","","0.00%"
"11/24/2006","118.66","118.03","118.81","118.03","","0.28%"
"11/23/2006","118.33","118.14","118.55","118.14","","-0.37%"
"11/22/2006","118.77","118.82","118.83","118.58","","-0.08%"
"11/21/2006","118.87","118.77","119.08","118.77","","0.05%"
"11/20/2006","118.81","119.19","119.19","118.66","","-0.39%"
"11/17/2006","119.27","118.91","119.36","118.91","","0.13%"
"11/16/2006","119.11","119.69","119.95","119.10","","-0.44%"
"11/15/2006","119.64","119.12","119.83","118.98","","0.44%"
"11/14/2006","119.12","118.91","119.37","118.77","","0.18%"
"11/13/2006","118.91","118.66","119.13","118.01","","0.11%"
"11/10/2006","118.78","119.13","119.27","118.62","","-0.24%"
"11/09/2006","119.06","118.86","119.17","118.76","","0.19%"
"11/08/2006","118.84","119.06","119.08","118.76","","-0.28%"
"11/07/2006","119.17","119.58","119.77","119.06","","-0.38%"
"11/06/2006","119.62","119.18","119.86","119.18","","0.46%"
"11/03/2006","119.07","119.08","119.23","118.95","","-0.17%"
"11/02/2006","119.27","119.06","119.42","119.06","","-0.05%"
"11/01/2006","119.33","119.19","119.38","119.03","","-0.22%"
"10/31/2006","119.59","119.89","120.14","119.58","","-0.28%"
"10/30/2006","119.92","119.53","119.97","119.46","","-0.12%"
"10/27/2006","120.07","120.06","120.25","119.71","","-0.20%"
"10/26/2006","120.31","120.78","120.83","120.21","","-0.54%"
"10/25/2006","120.96","120.96","121.19","120.88","","-0.26%"
"10/24/2006","121.28","121.47","121.72","121.25","","-0.16%"
"10/23/2006","121.47","121.16","121.53","121.00","","0.30%"
"10/20/2006","121.11","120.66","121.35","120.66","","0.04%"
"10/19/2006","121.06","120.91","121.19","120.84","","0.21%"
"10/18/2006","120.81","120.63","120.88","120.53","","0.10%"
"10/17/2006","120.69","120.50","120.81","120.47","","-0.08%"
"10/16/2006","120.79","120.78","120.79","120.78","","-0.07%"
"10/13/2006","120.88","120.88","120.88","120.88","","-0.12%"
"10/12/2006","121.03","121.03","121.03","121.03","","-0.01%"
"10/11/2006","121.04","121.04","121.04","121.04","","-0.29%"
"10/10/2006","121.39","121.39","121.39","121.39","","-0.48%"
"10/09/2006","121.98","121.98","121.98","121.98","","1.62%"
"10/06/2006","120.04","120.04","120.04","120.04","","0.00%"
"10/05/2006","120.04","120.04","120.04","120.04","","0.00%"
"10/04/2006","120.04","120.04","120.04","120.04","","0.13%"
"10/03/2006","119.89","119.89","119.89","119.89","","-0.01%"
"10/02/2006","119.90","119.90","119.90","119.90","","0.19%"
"09/29/2006","119.67","119.67","119.67","119.67","","0.01%"
"09/28/2006","119.66","119.66","119.66","119.66","","0.23%"
"09/27/2006","119.38","119.38","119.38","119.38","","0.03%"
"09/26/2006","119.35","119.35","119.35","119.35","","0.14%"
"09/25/2006","119.18","119.18","119.18","119.18","","-0.33%"
"09/22/2006","119.58","119.58","119.58","119.58","","0.36%"
"09/21/2006","119.15","119.15","119.15","119.15","","-0.68%"
"09/20/2006","119.96","119.96","119.96","119.96","","-0.01%"
"09/19/2006","119.97","119.97","119.97","119.97","","-0.32%"
"09/18/2006","120.35","120.35","120.35","120.35","","-0.02%"
"09/15/2006","120.38","120.38","120.38","120.38","","-0.11%"
"09/14/2006","120.51","120.51","120.51","120.51","","-0.13%"
"09/13/2006","120.67","120.67","120.67","120.67","","-0.04%"
"09/12/2006","120.72","120.72","120.72","120.72","","0.28%"
"09/11/2006","120.38","120.38","120.38","120.38","","0.05%"
"09/08/2006","120.32","120.32","120.32","120.32","","-0.09%"
"09/07/2006","120.43","120.43","120.43","120.43","","-0.03%"
"09/06/2006","120.47","120.47","120.47","120.47","","0.00%"
"09/05/2006","120.47","120.47","120.47","120.47","","-0.13%"
"09/04/2006","120.63","120.63","120.63","120.63","","-0.12%"
"09/01/2006","120.78","120.78","120.78","120.78","","-0.05%"
"08/31/2006","120.84","120.84","120.84","120.84","","0.05%"
"08/30/2006","120.78","120.78","120.78","120.78","","0.07%"
"08/29/2006","120.70","120.70","120.70","120.70","","-0.22%"
"08/28/2006","120.97","120.97","120.97","120.97","","0.31%"
"08/25/2006","120.60","120.60","120.60","120.60","","0.23%"
"08/24/2006","120.32","120.32","120.32","120.32","","0.35%"
"08/23/2006","119.90","119.90","119.90","119.90","","-0.10%"
"08/22/2006","120.02","120.02","120.02","120.02","","-0.02%"
"08/21/2006","120.04","120.04","120.04","120.04","","-0.12%"
"08/18/2006","120.19","120.19","120.19","120.19","","-0.20%"
"08/17/2006","120.43","120.43","120.43","120.43","","-0.32%"
"08/16/2006","120.82","120.82","120.82","120.82","","0.10%"
"08/15/2006","120.70","120.70","120.70","120.70","","-0.21%"
"08/14/2006","120.95","120.95","120.95","120.95","","0.32%"
"08/11/2006","120.56","120.56","120.56","120.56","","0.33%"
"08/10/2006","120.16","120.16","120.16","120.16","","-0.09%"
"08/09/2006","120.27","120.27","120.27","120.27","","-0.49%"
"08/08/2006","120.86","120.86","120.86","120.86","","0.05%"
"08/07/2006","120.80","120.80","120.80","120.80","","-0.11%"
"08/04/2006","120.93","120.93","120.93","120.93","","-0.14%"
"08/03/2006","121.10","121.10","121.10","121.10","","0.31%"
